ID,Name,Type,Rarity,Path,Dimensions,Compression,MemoryEstimateKB,Dependencies
"355130ba444d75d8b8b41c7fb5421132","Unit_RoyalGhost","Prefab","Unit","Assets/Prefabs/Units/Unit_RoyalGhost.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"0d13b93821ce301f3337b17d367dbd6d","Unit_SkeletonArmy","Prefab","Unit","Assets/Prefabs/Units/Unit_SkeletonArmy.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"d553d2106e2c4ef457f488e992a794f4","Unit_SkeletonDragons","Prefab","Unit","Assets/Prefabs/Units/Unit_SkeletonDragons.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"12c6407503cbee7bd0678922a78d58c4","Unit_SkeletonKing","Prefab","Unit","Assets/Prefabs/Units/Unit_SkeletonKing.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"5504d140b9bb5a7285f149890fc85102","Unit_Skeletons","Prefab","Unit","Assets/Prefabs/Units/Unit_Skeletons.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"6bdfbd90b40e5b4ca6b961403f5b944a","Unit_Sparky","Prefab","Unit","Assets/Prefabs/Units/Unit_Sparky.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"d1c7cc22fd238db9085ac3472a7b212c","Unit_SpearGoblins","Prefab","Unit","Assets/Prefabs/Units/Unit_SpearGoblins.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"d2b5808b12068a70c320b013aed7f97f","Unit_ThreeMusketeers","Prefab","Unit","Assets/Prefabs/Units/Unit_ThreeMusketeers.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"37f69eeee3f3c5f28b7945a9ef4e384b","Unit_Valkyrie","Prefab","Unit","Assets/Prefabs/Units/Unit_Valkyrie.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"706f0f4435fd3c153df86af3ccc483bd","Unit_Witch","Prefab","Unit","Assets/Prefabs/Units/Unit_Witch.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"c6305e0a01c44ba72b7720c8596559dc","Unit_Wizard","Prefab","Unit","Assets/Prefabs/Units/Unit_Wizard.prefab","0 tris, 0 textures","N/A",0,"Sprites/Default;BuildingPoolable;HealthBar;ProjectilePoolable;SelectionRing;SpellPoolable;TowerPoolable;UnitPoolable;UnitView"
"2b2a39587c5ba30878b5c0fa54bd9eda","CRClone/RiverShader","Shader","N/A","Assets/Shaders/RiverShader.shader","N/A","N/A",0,"N/A"
"716cf88ad8e77938e6bb69daed0468a5","CRClone/SpellShaders/FireShader","Shader","N/A","Assets/Shaders/SpellShaders/FireShader.shader","N/A","N/A",0,"N/A"
"85afd360007fa44c1239a8ccf2b1966f","CRClone/SpellShaders/IceShader","Shader","N/A","Assets/Shaders/SpellShaders/IceShader.shader","N/A","N/A",0,"N/A"
"e0cc2f56d5d9cde67aee7eaf3328598f","CRClone/SpellShaders/LightningShader","Shader","N/A","Assets/Shaders/SpellShaders/LightningShader.shader","N/A","N/A",0,"N/A"
"b499b21444a4625b61d1da4a44b1ecf7","CRClone/SpellShaders/PoisonShader","Shader","N/A","Assets/Shaders/SpellShaders/PoisonShader.shader","N/A","N/A",0,"N/A"
"6bc7a41d5ea7f3a6fcb67fc2ff112060","CRClone/UnitShader","Shader","N/A","Assets/Shaders/UnitShader.shader","N/A","N/A",0,"N/A"
